"","Site.ID","Season","sortchem","Watershed","Site","Sample.Date","Year","Latitude..degrees.","Longitude..degrees.","Area..km2.","Temperature..C.","Specific.Conductance..uS.cm.","pH","Dissolved.Oxygen..percent.saturation.","Turbidity..NTU.","DOC..uM.","TDN..uM.","Nitrate..uM.","Ammonium..uM.","DON..uM.","SRP..uM.","PP..uM.","TDP..uM.","SUVA254..L.mg.C.m.","Spectral.Ratio","abs254..Absorbance.","Acetate..ppm.","Formate..ppm.","Nitrite..ppm.","Sulfate..ppm.","Phosphate..ppm.","Al..ppm.","As..ppm.","B..ppm.","Ba..ppm.","Br..ppm.","Ca..ppm.","Ca.Na.ratio","Ca.Ba.ratio","Cd..ppm.","Cl..ppm.","Co..ppm.","Cr..ppm.","Cu..ppm.","F..ppm.","Fe..ppm.","K..ppm.","Mg..ppm.","Mn..ppm.","Mo..ppm.","Na..ppm.","Ni..ppm.","Li..ppm.","P..ppm.","Pb..ppm.","S..ppm.","Se..ppm.","Si..ppm.","Sr..ppm.","Ti..ppm.","V..ppm.","Zn..ppm.","area_km2","NDVI2012_MEAN","NDVI2012_STD","NDVI2012_RANGE","SL_60_MEAN","SL_60_STD","SL_60_RANGE","SP_1000_MEAN","SP_240_MEAN","Alpine_Non.Carbonate_Barrens","Alpine_Non.Carbonate_Dryas_Dwarf_Shrub","Lowland_Low_Birch.Willow_Shrub","Lowland_Water","Lowland_Wet_Sedge_Tundra","Upland_Birch.Aspen.Spruce_Forest","Upland_Dryas_Dwarf_Shrub_Tundra","Upland_Low_Birch.Willow_Shrub_Tundra","Upland_Moist_Sedge_Shrub","Upland_Shrubby_Tussock_Tundra","Cloud_Ice_Snow","Riverine_Water_Shrub_Wet_Sedge_Barrens"
"327","OKS17","Late","2018-4115","OKS",17,"2018-08-23",2018,68.63646,-149.21671,26.48895,-7777,-7777,-7777,-7777,-7777,332.6189409,9.252806349,0.763,-7777,8.489806349,0.028,0.017842325,0.075946921,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,26.48895,4898.336141,1380.567753,9465,2.742715655,2.140712551,15.30698395,54.21523277,-0.035324689,0,0.108754758,0.203915171,7.779363785,4.275421425,0,0,11.77270256,20.54445351,55.3153888,0,0
"328","OKS2","Late","2017-4102","OKS",2,"2017-08-24",2017,68.6002,-149.22871,2.343825,5.2,40.7,7.37,99.3,1.34,298.3424672,16.2466054,10.36907096,0.443842582,5.433691858,-7777,-7777,0.040373287,3.680348593,2.47962,13.1878,0.0504,0.0943,-7777,23.1384,0.6972,0.0576,0.0056,8e-04,0.022,-7777,5.95,9.23626203,270.4545455,5e-04,1.9173,1e-04,-7777,7e-04,1.3677,0.1074,0.0701,1.302,0.0161,1e-04,0.6442,0.0015,0.3547,0.0166,0.0102,0.741,0.005,1.242,0.0123,0.002,0.0014,1e-04,2.343825,5435.038772,517.664607,4116,2.723610919,1.206572724,6.605531007,97.23001339,0.151052546,0,0,0,0,1.726784344,0,0,14.7352264,12.50959325,71.02839601,0,0
"329","OKS2","Late","2017-4102","OKS",2,"2017-08-24",2017,68.6002,-149.22871,2.343825,5.2,40.7,7.37,99.3,1.34,298.3424672,16.2466054,10.36907096,0.443842582,5.433691858,-7777,-7777,0.040373287,3.680348593,2.47962,13.1878,0.0504,0.0943,-7777,23.1384,0.6972,0.0576,0.0056,8e-04,0.022,-7777,5.95,9.23626203,270.4545455,5e-04,1.9173,1e-04,-7777,7e-04,1.3677,0.1074,0.0701,1.302,0.0161,1e-04,0.6442,0.0015,0.3547,0.0166,0.0102,0.741,0.005,1.242,0.0123,0.002,0.0014,1e-04,2.343825,5435.038772,517.664607,4116,2.723610919,1.206572724,6.605531007,97.23001339,0.151052546,0,0,0,0,1.726784344,0,0,14.7352264,12.50959325,71.02839601,0,0
"330","OKS2","Late","2017-4102","OKS",2,"2017-08-24",2017,68.6002,-149.22871,2.343825,5.2,40.7,7.37,99.3,1.34,298.3424672,16.2466054,10.36907096,0.443842582,5.433691858,-7777,-7777,0.040373287,3.680348593,2.47962,13.1878,0.0504,0.0943,-7777,23.1384,0.6972,0.0576,0.0056,8e-04,0.022,-7777,5.95,9.23626203,270.4545455,5e-04,1.9173,1e-04,-7777,7e-04,1.3677,0.1074,0.0701,1.302,0.0161,1e-04,0.6442,0.0015,0.3547,0.0166,0.0102,0.741,0.005,1.242,0.0123,0.002,0.0014,1e-04,2.343825,5435.038772,517.664607,4116,2.723610919,1.206572724,6.605531007,97.23001339,0.151052546,0,0,0,0,1.726784344,0,0,14.7352264,12.50959325,71.02839601,0,0
"331","OKS2","Late","2016-0139","OKS",2,"2016-08-17",2016,68.6002,-149.22871,2.343825,6.4,40.3,6.98,-7777,-7777,288.737167,19.6982659,12.92345286,0.874664622,5.900148418,0.088506999,-7777,0.088495739,2.99890238,0.58109254,10.4,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,2.343825,5435.038772,517.664607,4116,2.723610919,1.206572724,6.605531007,97.23001339,0.151052546,0,0,0,0,1.726784344,0,0,14.7352264,12.50959325,71.02839601,0,0
"332","OKS2","Late","2016-0139","OKS",2,"2016-08-17",2016,68.6002,-149.22871,2.343825,6.4,40.3,6.98,-7777,-7777,288.737167,19.6982659,12.92345286,0.874664622,5.900148418,0.088506999,-7777,0.088495739,2.99890238,0.58109254,10.4,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,2.343825,5435.038772,517.664607,4116,2.723610919,1.206572724,6.605531007,97.23001339,0.151052546,0,0,0,0,1.726784344,0,0,14.7352264,12.50959325,71.02839601,0,0
"333","OKS2","Late","2016-0139","OKS",2,"2016-08-17",2016,68.6002,-149.22871,2.343825,6.4,40.3,6.98,-7777,-7777,288.737167,19.6982659,12.92345286,0.874664622,5.900148418,0.088506999,-7777,0.088495739,2.99890238,0.58109254,10.4,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,2.343825,5435.038772,517.664607,4116,2.723610919,1.206572724,6.605531007,97.23001339,0.151052546,0,0,0,0,1.726784344,0,0,14.7352264,12.50959325,71.02839601,0,0
"334","OKS2","Early","2018-4002","OKS",2,"2018-06-04",2018,68.6002,-149.22871,2.343825,-7777,-7777,-7777,-7777,-7777,401.3113114,11.37219832,2.205,-7777,9.167198316,0.065,0.149028007,0.401945151,-7777,-7777,-7777,2.8985,0.0602,0.0405,2.2746,0.0469,0.0103,-7777,0.0076,0.0086,0.0686,1.425,7.139278557,165.6976744,-7777,10.4466,-7777,0.0013,-7777,0.6227,0.1463,0.2826,0.3206,0.016,-7777,0.1996,-7777,-7777,0.0096,-7777,0.1048,-7777,0.2605,0.0028,-7777,0.0015,-7777,2.343825,5435.038772,517.664607,4116,2.723610919,1.206572724,6.605531007,97.23001339,0.151052546,0,0,0,0,1.726784344,0,0,14.7352264,12.50959325,71.02839601,0,0
"335","OKS2","Early","2018-4002","OKS",2,"2018-06-04",2018,68.6002,-149.22871,2.343825,-7777,-7777,-7777,-7777,-7777,401.3113114,11.37219832,2.205,-7777,9.167198316,0.065,0.149028007,0.401945151,-7777,-7777,-7777,2.8985,0.0602,0.0405,2.2746,0.0469,0.0103,-7777,0.0076,0.0086,0.0686,1.425,7.139278557,165.6976744,-7777,10.4466,-7777,0.0013,-7777,0.6227,0.1463,0.2826,0.3206,0.016,-7777,0.1996,-7777,-7777,0.0096,-7777,0.1048,-7777,0.2605,0.0028,-7777,0.0015,-7777,2.343825,5435.038772,517.664607,4116,2.723610919,1.206572724,6.605531007,97.23001339,0.151052546,0,0,0,0,1.726784344,0,0,14.7352264,12.50959325,71.02839601,0,0
"336","OKS2","Early","2018-4002","OKS",2,"2018-06-04",2018,68.6002,-149.22871,2.343825,-7777,-7777,-7777,-7777,-7777,401.3113114,11.37219832,2.205,-7777,9.167198316,0.065,0.149028007,0.401945151,-7777,-7777,-7777,2.8985,0.0602,0.0405,2.2746,0.0469,0.0103,-7777,0.0076,0.0086,0.0686,1.425,7.139278557,165.6976744,-7777,10.4466,-7777,0.0013,-7777,0.6227,0.1463,0.2826,0.3206,0.016,-7777,0.1996,-7777,-7777,0.0096,-7777,0.1048,-7777,0.2605,0.0028,-7777,0.0015,-7777,2.343825,5435.038772,517.664607,4116,2.723610919,1.206572724,6.605531007,97.23001339,0.151052546,0,0,0,0,1.726784344,0,0,14.7352264,12.50959325,71.02839601,0,0
"337","OKS2","Late","2018-4102","OKS",2,"2018-08-23",2018,68.6002,-149.22871,2.343825,-7777,-7777,-7777,-7777,-7777,272.8053155,16.11405601,8.934,-7777,7.180056008,0.045,0.034669547,0.076179332,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,2.343825,5435.038772,517.664607,4116,2.723610919,1.206572724,6.605531007,97.23001339,0.151052546,0,0,0,0,1.726784344,0,0,14.7352264,12.50959325,71.02839601,0,0
"338","OKS2","Late","2018-4102","OKS",2,"2018-08-23",2018,68.6002,-149.22871,2.343825,-7777,-7777,-7777,-7777,-7777,272.8053155,16.11405601,8.934,-7777,7.180056008,0.045,0.034669547,0.076179332,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,2.343825,5435.038772,517.664607,4116,2.723610919,1.206572724,6.605531007,97.23001339,0.151052546,0,0,0,0,1.726784344,0,0,14.7352264,12.50959325,71.02839601,0,0
"339","OKS2","Late","2018-4102","OKS",2,"2018-08-23",2018,68.6002,-149.22871,2.343825,-7777,-7777,-7777,-7777,-7777,272.8053155,16.11405601,8.934,-7777,7.180056008,0.045,0.034669547,0.076179332,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,2.343825,5435.038772,517.664607,4116,2.723610919,1.206572724,6.605531007,97.23001339,0.151052546,0,0,0,0,1.726784344,0,0,14.7352264,12.50959325,71.02839601,0,0
"340","OKS2","Early","2017-4002","OKS",2,"2017-06-03",2017,68.6002,-149.22871,2.343825,4.2,10.5,6.63,99.7,2.39,412.6336255,11.37773691,8.327578587,0.365961627,2.684196696,0.102309919,-7777,0.255335107,4.087091128,1.98912,20.2557,0.6444,0.0981,-7777,2.9236,-7777,0.0282,0.0036,0.0034,0.0124,-7777,1.348,8.16969697,108.7096774,3e-04,2.4566,0.0019,1e-04,0.0091,0.5565,0.0895,0.2102,0.338,0.0092,0.1179,0.165,0.005,0.3293,0.0122,0.0051,0.134,0.007,0.2787,0.0033,0.0024,0.0032,0.0077,2.343825,5435.038772,517.664607,4116,2.723610919,1.206572724,6.605531007,97.23001339,0.151052546,0,0,0,0,1.726784344,0,0,14.7352264,12.50959325,71.02839601,0,0
"341","OKS2","Early","2017-4002","OKS",2,"2017-06-03",2017,68.6002,-149.22871,2.343825,4.2,10.5,6.63,99.7,2.39,412.6336255,11.37773691,8.327578587,0.365961627,2.684196696,0.102309919,-7777,0.255335107,4.087091128,1.98912,20.2557,0.6444,0.0981,-7777,2.9236,-7777,0.0282,0.0036,0.0034,0.0124,-7777,1.348,8.16969697,108.7096774,3e-04,2.4566,0.0019,1e-04,0.0091,0.5565,0.0895,0.2102,0.338,0.0092,0.1179,0.165,0.005,0.3293,0.0122,0.0051,0.134,0.007,0.2787,0.0033,0.0024,0.0032,0.0077,2.343825,5435.038772,517.664607,4116,2.723610919,1.206572724,6.605531007,97.23001339,0.151052546,0,0,0,0,1.726784344,0,0,14.7352264,12.50959325,71.02839601,0,0
"342","OKS2","Early","2017-4002","OKS",2,"2017-06-03",2017,68.6002,-149.22871,2.343825,4.2,10.5,6.63,99.7,2.39,412.6336255,11.37773691,8.327578587,0.365961627,2.684196696,0.102309919,-7777,0.255335107,4.087091128,1.98912,20.2557,0.6444,0.0981,-7777,2.9236,-7777,0.0282,0.0036,0.0034,0.0124,-7777,1.348,8.16969697,108.7096774,3e-04,2.4566,0.0019,1e-04,0.0091,0.5565,0.0895,0.2102,0.338,0.0092,0.1179,0.165,0.005,0.3293,0.0122,0.0051,0.134,0.007,0.2787,0.0033,0.0024,0.0032,0.0077,2.343825,5435.038772,517.664607,4116,2.723610919,1.206572724,6.605531007,97.23001339,0.151052546,0,0,0,0,1.726784344,0,0,14.7352264,12.50959325,71.02839601,0,0
"343","OKS20","Early","2018-4016","OKS",20,"2018-06-04",2018,68.5833,-149.20953,1.12225,-7777,-7777,-7777,-7777,-7777,337.8682683,8.382643756,0.05,-7777,8.332643756,0.054,0.144305241,0.328553667,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0079,-7777,0.0044,0.0135,-7777,1.781,12.40250696,131.9259259,-7777,-7777,-7777,0.0023,-7777,-7777,0.0789,0.3439,0.4106,7e-04,-7777,0.1436,-7777,-7777,0.0117,0.0051,0.0939,-7777,0.2897,0.0035,-7777,0.0021,-7777,1.12225,5531.792271,569.1254941,4020,4.62718974,2.727377186,11.49710786,115.4732343,0.008871868,0,0,0,0,1.69628433,0,0,17.52827141,4.119547658,76.65589661,0,0
"344","OKS20","Early","2018-4016","OKS",20,"2018-06-04",2018,68.5833,-149.20953,1.12225,-7777,-7777,-7777,-7777,-7777,337.8682683,8.382643756,0.05,-7777,8.332643756,0.054,0.144305241,0.328553667,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0079,-7777,0.0044,0.0135,-7777,1.781,12.40250696,131.9259259,-7777,-7777,-7777,0.0023,-7777,-7777,0.0789,0.3439,0.4106,7e-04,-7777,0.1436,-7777,-7777,0.0117,0.0051,0.0939,-7777,0.2897,0.0035,-7777,0.0021,-7777,1.12225,5531.792271,569.1254941,4020,4.62718974,2.727377186,11.49710786,115.4732343,0.008871868,0,0,0,0,1.69628433,0,0,17.52827141,4.119547658,76.65589661,0,0
"345","OKS20","Early","2018-4016","OKS",20,"2018-06-04",2018,68.5833,-149.20953,1.12225,-7777,-7777,-7777,-7777,-7777,337.8682683,8.382643756,0.05,-7777,8.332643756,0.054,0.144305241,0.328553667,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,0.0079,-7777,0.0044,0.0135,-7777,1.781,12.40250696,131.9259259,-7777,-7777,-7777,0.0023,-7777,-7777,0.0789,0.3439,0.4106,7e-04,-7777,0.1436,-7777,-7777,0.0117,0.0051,0.0939,-7777,0.2897,0.0035,-7777,0.0021,-7777,1.12225,5531.792271,569.1254941,4020,4.62718974,2.727377186,11.49710786,115.4732343,0.008871868,0,0,0,0,1.69628433,0,0,17.52827141,4.119547658,76.65589661,0,0
"346","OKS20","Late","2016-0153","OKS",20,"2016-08-17",2016,68.5833,-149.20953,1.12225,6.2,40.8,6.86,-7777,-7777,363.5943922,7.883260715,0.257550778,0.424327341,7.201382596,0.049275638,-7777,-7777,3.065100042,0.682569193,13.38536289,-7777,-7777,-7777,6.434006986,-7777,5.039,-7777,0.0012,4e-04,-7777,8e-04,0.00369515,2,0.0385,0.208744711,0.0647,0.8112,0.0019,-7777,3e-04,0.3216,4e-04,0.006,0.0014,0.2165,0.0017,-7777,1.11,0.0095,8e-04,0.0013,-7777,-7777,-7777,-7777,-7777,1.12225,5531.792271,569.1254941,4020,4.62718974,2.727377186,11.49710786,115.4732343,0.008871868,0,0,0,0,1.69628433,0,0,17.52827141,4.119547658,76.65589661,0,0
"347","OKS20","Late","2016-0153","OKS",20,"2016-08-17",2016,68.5833,-149.20953,1.12225,6.2,40.8,6.86,-7777,-7777,363.5943922,7.883260715,0.257550778,0.424327341,7.201382596,0.049275638,-7777,-7777,3.065100042,0.682569193,13.38536289,-7777,-7777,-7777,6.434006986,-7777,5.039,-7777,0.0012,4e-04,-7777,8e-04,0.00369515,2,0.0385,0.208744711,0.0647,0.8112,0.0019,-7777,3e-04,0.3216,4e-04,0.006,0.0014,0.2165,0.0017,-7777,1.11,0.0095,8e-04,0.0013,-7777,-7777,-7777,-7777,-7777,1.12225,5531.792271,569.1254941,4020,4.62718974,2.727377186,11.49710786,115.4732343,0.008871868,0,0,0,0,1.69628433,0,0,17.52827141,4.119547658,76.65589661,0,0
"348","OKS20","Late","2016-0153","OKS",20,"2016-08-17",2016,68.5833,-149.20953,1.12225,6.2,40.8,6.86,-7777,-7777,363.5943922,7.883260715,0.257550778,0.424327341,7.201382596,0.049275638,-7777,-7777,3.065100042,0.682569193,13.38536289,-7777,-7777,-7777,6.434006986,-7777,5.039,-7777,0.0012,4e-04,-7777,8e-04,0.00369515,2,0.0385,0.208744711,0.0647,0.8112,0.0019,-7777,3e-04,0.3216,4e-04,0.006,0.0014,0.2165,0.0017,-7777,1.11,0.0095,8e-04,0.0013,-7777,-7777,-7777,-7777,-7777,1.12225,5531.792271,569.1254941,4020,4.62718974,2.727377186,11.49710786,115.4732343,0.008871868,0,0,0,0,1.69628433,0,0,17.52827141,4.119547658,76.65589661,0,0
"349","OKS20","Late","2017-4116","OKS",20,"2017-08-24",2017,68.5833,-149.20953,1.12225,5.1,25,7.45,98.9,2.57,339.3373277,7.477188868,0.398622777,0.588116047,6.490450044,0.053277509,-7777,0.077033792,3.461312961,2.97276,14.1072,-7777,0.1091,-7777,13.7598,-7777,0.0037,0.0056,0.0021,0.0204,-7777,6.462,11.72351234,316.7647059,5e-04,2.3363,1e-04,1e-04,0.002,1.5564,0.0489,3e-04,1.428,0.0078,4e-04,0.5512,0.0046,0.3505,0.0182,0.0028,0.5345,0.014,1.2,0.0135,0.0017,0.0028,0.0117,1.12225,5531.792271,569.1254941,4020,4.62718974,2.727377186,11.49710786,115.4732343,0.008871868,0,0,0,0,1.69628433,0,0,17.52827141,4.119547658,76.65589661,0,0
"350","OKS20","Late","2017-4116","OKS",20,"2017-08-24",2017,68.5833,-149.20953,1.12225,5.1,25,7.45,98.9,2.57,339.3373277,7.477188868,0.398622777,0.588116047,6.490450044,0.053277509,-7777,0.077033792,3.461312961,2.97276,14.1072,-7777,0.1091,-7777,13.7598,-7777,0.0037,0.0056,0.0021,0.0204,-7777,6.462,11.72351234,316.7647059,5e-04,2.3363,1e-04,1e-04,0.002,1.5564,0.0489,3e-04,1.428,0.0078,4e-04,0.5512,0.0046,0.3505,0.0182,0.0028,0.5345,0.014,1.2,0.0135,0.0017,0.0028,0.0117,1.12225,5531.792271,569.1254941,4020,4.62718974,2.727377186,11.49710786,115.4732343,0.008871868,0,0,0,0,1.69628433,0,0,17.52827141,4.119547658,76.65589661,0,0
"351","OKS20","Late","2017-4116","OKS",20,"2017-08-24",2017,68.5833,-149.20953,1.12225,5.1,25,7.45,98.9,2.57,339.3373277,7.477188868,0.398622777,0.588116047,6.490450044,0.053277509,-7777,0.077033792,3.461312961,2.97276,14.1072,-7777,0.1091,-7777,13.7598,-7777,0.0037,0.0056,0.0021,0.0204,-7777,6.462,11.72351234,316.7647059,5e-04,2.3363,1e-04,1e-04,0.002,1.5564,0.0489,3e-04,1.428,0.0078,4e-04,0.5512,0.0046,0.3505,0.0182,0.0028,0.5345,0.014,1.2,0.0135,0.0017,0.0028,0.0117,1.12225,5531.792271,569.1254941,4020,4.62718974,2.727377186,11.49710786,115.4732343,0.008871868,0,0,0,0,1.69628433,0,0,17.52827141,4.119547658,76.65589661,0,0
"352","OKS20","Late","2018-4116","OKS",20,"2018-08-23",2018,68.5833,-149.20953,1.12225,-7777,-7777,-7777,-7777,-7777,313.3645719,9.574801738,0.967,-7777,8.607801738,0.07,0.110288015,0.140529908,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,1.12225,5531.792271,569.1254941,4020,4.62718974,2.727377186,11.49710786,115.4732343,0.008871868,0,0,0,0,1.69628433,0,0,17.52827141,4.119547658,76.65589661,0,0
"353","OKS20","Late","2018-4116","OKS",20,"2018-08-23",2018,68.5833,-149.20953,1.12225,-7777,-7777,-7777,-7777,-7777,313.3645719,9.574801738,0.967,-7777,8.607801738,0.07,0.110288015,0.140529908,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,1.12225,5531.792271,569.1254941,4020,4.62718974,2.727377186,11.49710786,115.4732343,0.008871868,0,0,0,0,1.69628433,0,0,17.52827141,4.119547658,76.65589661,0,0
"354","OKS20","Late","2018-4116","OKS",20,"2018-08-23",2018,68.5833,-149.20953,1.12225,-7777,-7777,-7777,-7777,-7777,313.3645719,9.574801738,0.967,-7777,8.607801738,0.07,0.110288015,0.140529908,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,1.12225,5531.792271,569.1254941,4020,4.62718974,2.727377186,11.49710786,115.4732343,0.008871868,0,0,0,0,1.69628433,0,0,17.52827141,4.119547658,76.65589661,0,0
"355","OKS20","Early","2017-4016","OKS",20,"2017-06-03",2017,68.5833,-149.20953,1.12225,3.1,14.5,6.75,97.6,1.36,360.2299136,6.486023722,0.191381373,2.132376478,4.162265871,0.029029748,-7777,0.248776788,4.268765936,3.11424,18.4693,0.4809,0.0594,-7777,2.6477,-7777,0.0028,0.0042,0.0038,0.0105,-7777,2.008,9.799902391,191.2380952,1e-04,3.6159,-7777,9e-04,0.0026,0.8445,0.0677,0.3198,0.4996,9e-04,0.001,0.2049,6e-04,0.3299,0.0126,0.0127,0.1129,0.0235,0.434,0.0043,7e-04,0.0016,0.0012,1.12225,5531.792271,569.1254941,4020,4.62718974,2.727377186,11.49710786,115.4732343,0.008871868,0,0,0,0,1.69628433,0,0,17.52827141,4.119547658,76.65589661,0,0
"356","OKS20","Early","2017-4016","OKS",20,"2017-06-03",2017,68.5833,-149.20953,1.12225,3.1,14.5,6.75,97.6,1.36,360.2299136,6.486023722,0.191381373,2.132376478,4.162265871,0.029029748,-7777,0.248776788,4.268765936,3.11424,18.4693,0.4809,0.0594,-7777,2.6477,-7777,0.0028,0.0042,0.0038,0.0105,-7777,2.008,9.799902391,191.2380952,1e-04,3.6159,-7777,9e-04,0.0026,0.8445,0.0677,0.3198,0.4996,9e-04,0.001,0.2049,6e-04,0.3299,0.0126,0.0127,0.1129,0.0235,0.434,0.0043,7e-04,0.0016,0.0012,1.12225,5531.792271,569.1254941,4020,4.62718974,2.727377186,11.49710786,115.4732343,0.008871868,0,0,0,0,1.69628433,0,0,17.52827141,4.119547658,76.65589661,0,0
"357","OKS20","Early","2017-4016","OKS",20,"2017-06-03",2017,68.5833,-149.20953,1.12225,3.1,14.5,6.75,97.6,1.36,360.2299136,6.486023722,0.191381373,2.132376478,4.162265871,0.029029748,-7777,0.248776788,4.268765936,3.11424,18.4693,0.4809,0.0594,-7777,2.6477,-7777,0.0028,0.0042,0.0038,0.0105,-7777,2.008,9.799902391,191.2380952,1e-04,3.6159,-7777,9e-04,0.0026,0.8445,0.0677,0.3198,0.4996,9e-04,0.001,0.2049,6e-04,0.3299,0.0126,0.0127,0.1129,0.0235,0.434,0.0043,7e-04,0.0016,0.0012,1.12225,5531.792271,569.1254941,4020,4.62718974,2.727377186,11.49710786,115.4732343,0.008871868,0,0,0,0,1.69628433,0,0,17.52827141,4.119547658,76.65589661,0,0
"358","OKS21","Early","2018-4017","OKS",21,"2018-06-04",2018,68.5964,-149.20297,2.3649,-7777,-7777,-7777,-7777,-7777,348.243892,8.212838748,0.614,-7777,7.598838748,0.046,0.160693544,0.28486867,-7777,-7777,-7777,-7777,-7777,-7777,1.8165,0.0371,0.0149,-7777,-7777,0.0131,-7777,2.149,17.23336006,164.0458015,-7777,5.956,-7777,0.0013,-7777,0.637,0.0344,0.3124,0.3546,0.003,-7777,0.1247,-7777,-7777,-7777,-7777,0.1012,-7777,0.239,0.0036,-7777,0.0013,-7777,2.3649,5442.471238,489.9428484,7060,3.674292553,2.006267232,14.32911187,69.39705999,0.184578776,0,0,0,0,0.340780008,0,0,18.36425596,18.02347596,63.27148807,0,0
"359","OKS21","Early","2018-4017","OKS",21,"2018-06-04",2018,68.5964,-149.20297,2.3649,-7777,-7777,-7777,-7777,-7777,348.243892,8.212838748,0.614,-7777,7.598838748,0.046,0.160693544,0.28486867,-7777,-7777,-7777,-7777,-7777,-7777,1.8165,0.0371,0.0149,-7777,-7777,0.0131,-7777,2.149,17.23336006,164.0458015,-7777,5.956,-7777,0.0013,-7777,0.637,0.0344,0.3124,0.3546,0.003,-7777,0.1247,-7777,-7777,-7777,-7777,0.1012,-7777,0.239,0.0036,-7777,0.0013,-7777,2.3649,5442.471238,489.9428484,7060,3.674292553,2.006267232,14.32911187,69.39705999,0.184578776,0,0,0,0,0.340780008,0,0,18.36425596,18.02347596,63.27148807,0,0
"360","OKS21","Early","2018-4017","OKS",21,"2018-06-04",2018,68.5964,-149.20297,2.3649,-7777,-7777,-7777,-7777,-7777,348.243892,8.212838748,0.614,-7777,7.598838748,0.046,0.160693544,0.28486867,-7777,-7777,-7777,-7777,-7777,-7777,1.8165,0.0371,0.0149,-7777,-7777,0.0131,-7777,2.149,17.23336006,164.0458015,-7777,5.956,-7777,0.0013,-7777,0.637,0.0344,0.3124,0.3546,0.003,-7777,0.1247,-7777,-7777,-7777,-7777,0.1012,-7777,0.239,0.0036,-7777,0.0013,-7777,2.3649,5442.471238,489.9428484,7060,3.674292553,2.006267232,14.32911187,69.39705999,0.184578776,0,0,0,0,0.340780008,0,0,18.36425596,18.02347596,63.27148807,0,0
